,featurecla,scalerank,adm1_code,diss_me,iso_3166_2,wikipedia,iso_a2,adm0_sr,name,name_alt,name_local,type,type_en,code_local,code_hasc,note,hasc_maybe,region,region_cod,provnum_ne,gadm_level,check_me,datarank,abbrev,postal,area_sqkm,sameascity,labelrank,name_len,mapcolor9,mapcolor13,fips,fips_alt,woe_id,woe_label,woe_name,latitude,longitude,sov_a3,adm0_a3,adm0_label,admin,geonunit,gu_a3,gn_id,gn_name,gns_id,gns_name,gn_level,gn_region,gn_a1_code,region_sub,sub_code,gns_level,gns_lang,gns_adm1,gns_region,min_label,max_label,min_zoom,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_he,name_uk,name_ur,name_fa,name_zht,FCLASS_ISO,FCLASS_US,FCLASS_FR,FCLASS_RU,FCLASS_ES,FCLASS_CN,FCLASS_TW,FCLASS_IN,FCLASS_NP,FCLASS_PK,FCLASS_DE,FCLASS_GB,FCLASS_BR,FCLASS_IL,FCLASS_PS,FCLASS_SA,FCLASS_EG,FCLASS_MA,FCLASS_PT,FCLASS_AR,FCLASS_JP,FCLASS_KO,FCLASS_VN,FCLASS_TR,FCLASS_ID,FCLASS_PL,FCLASS_GR,FCLASS_IT,FCLASS_NL,FCLASS_SE,FCLASS_BD,FCLASS_UA,FCLASS_TLC,baseClass,subClass,lat,lon,GEOlayersMatchProperty,y_2005
45,Admin-1 states provinces,7,VNM-471,471,VN-20,,VN,1,Thái Bình,Thai Binh,,Tỉnh,Province,,VN.TB,,,Đồng Bằng Sông Hồng,VNM-TBI,62,2,20,5,,TB,0,-99,7,9,5,4,VM35,,2347716,"Thai Binh, VN, Vietnam",Thái Bình,20.5303,106.371,VNM,VNM,2,Vietnam,Vietnam,VNM,1566338,Tinh Thai Binh,-3729822,"Thai Binh, Tinh",1,,VN.35,,VM35,1,eng,VM35,,8.7,11,8,Q36681,محافظة تهاي بنه,তাই বিন,Thái Bình,Thái Bình,Thái Bình,Thái Bình,Τάι Μπινχ,थाई बिन प्रांत,Thái Bình,Thai Binh,Thai Binh,タイビン省,타이빈성,Thái Bình,Prowincja Thái Bình,Thai Binh,Тхайбинь,Thai Binh,Thái Bình,Thái Bình,太平省,1159308365,טאי בינה,Тхайбінь,تھائی بنہ صوبہ,استان تای بین,太平省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.49172782493966,106.37039716933717,45 Thái Bình,-0.04
46,Admin-1 states provinces,7,VNM-4600,4600,VN-HP,,VN,1,Hải Phòng,Hai Phong|Haiphong,,Thành phố TW,Central City,,VN.HP,,,Đồng Bằng Sông Hồng,,-99,2,20,5,,,0,1,7,9,5,4,,,2347707,"Hai Phong, VN, Vietnam",Hải Phòng,20.79,106.635,VNM,VNM,2,Vietnam,Vietnam,VNM,1581297,Thanh Pho Hai Phong,-3714826,"Hai Phong, Thanh Pho",1,,VN.13,,,1,vie,VM13,,8.7,11,8,Q72818,هايفونغ,হাইফোং,Hải Phòng,Haiphong,Hải Phòng,Haïphong,Χάι Φονγκ,हाई फोंग,Hải Phòng,Hải Phòng,Haiphong,ハイフォン,하이퐁,Hải Phòng,Hajfong,Haiphong,Хайфон,Hai Phong,Hải Phòng,Hải Phòng,海防市,1159315573,היפונג,Хайфон,ہائیفونگ,هایفونگ,海防市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.813045152711624,106.61156192369351,46 Haiphong,0.89
47,Admin-1 states provinces,7,VNM-459,459,VN-14,,VN,1,Hòa Bình,Hoa Binh,,Tỉnh,Province,,VN.HO,,,Tây Bắc,VNM-HBN,61,2,20,5,,HO,0,-99,7,8,5,4,VM53,VM53,2347737,"Hoa Binh, VN, Vietnam",Hòa Bình,20.7292,105.34,VNM,VNM,2,Vietnam,Vietnam,VNM,1572594,Tinh Hoa Binh,-3723555,"Hoa Binh, Tinh",1,,VN.53,,VM61,1,eng,VM53,,8.0,11,8,Q36015,محافظة هوا بنه,হোয়া বিহ্ন,Hòa Bình,Hòa Bình,Hòa Bình,Hòa Bình,Χόα Μπινχ,हो बिन्ह,Hòa Bình,Hoa Binh,Hoa Binh,ホアビン省,호아빈성,Hòa Bình,Prowincja Hoà Bình,Hoa Binh,Хоабинь,Hoa Binh,Hoa Binh,Hòa Bình,和平省,1159308341,קואנג בין,Хоабінь,ہوا بنہ صوبہ,استان هوا بین,和平省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.688528089817336,105.34221014747132,47 Hòa Bình,2.01
48,Admin-1 states provinces,7,VNM-457,457,VN-07,,VN,1,Tuyên Quang,Tuyen Quang,,Tỉnh,Province,,VN.TQ,,,Đông Bắc,VNM-TQN,63,2,20,5,,TQ,0,-99,7,11,5,4,VM68,,2347751,"Tuyen Quang, VN, Vietnam",Tuyên Quang,22.131,105.229,VNM,VNM,2,Vietnam,Vietnam,VNM,1559976,Tinh Tuyen Quang,-3736195,"Tuyen Quang, Tinh",1,,VN.68,,VM76,1,eng,VM68,,8.0,11,8,Q2332060,محافظة توين كوانغ,তুয়েন কুয়াং,Tuyên Quang,Tuyên Quang,Tuyên Quang,Tuyên Quang,Τουγιέν Κουάνγκ,तुएन कैंग,Tuyên Quang,Tuyen Quang,Tuyen Quang,トゥエンクアン省,뚜옌꽝성,Tuyên Quang,Prowincja Tuyên Quang,Tuyen Quang,Туенкуанг,Tuyen Quang,Tuyên Quang,Tuyên Quang,宣光省,1159308337,טויאן קוואנג,Туєнкуанг,توین قوانگ صوبہ,استان توین کوانگ,宣光省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,22.07165049937103,105.2294997500134,48 Tuyên Quang,0.66
49,Admin-1 states provinces,7,VNM-458,458,VN-06,,VN,1,Yên Bái,Yen Bai,,Tỉnh,Province,,VN.YB,,,Đông Bắc,VNM-YBA,60,2,20,5,,YB,0,-99,7,7,5,4,VM70,,2347753,"Yen Bai, VN, Vietnam",Yên Bái,21.7484,104.512,VNM,VNM,2,Vietnam,Vietnam,VNM,1559978,Tinh Yen Bai,-3736193,"Yen Bai, Tinh",1,,VN.70,,VM78,1,eng,VM70,,8.0,11,8,Q36349,محافظة ين باي,ইয়েন বাই,Yên Bái,Yên Bái,Yên Bái,Yên Bái,Γιέν Μπάι,येन बाई प्रांत,Yên Bái,Yen Bai,Yen Bai,イエンバイ省,옌바이성,Yên Bái,Prowincja Yên Bái,Yen Bai,Йенбай,Yen Bai,Yen Bai,Yên Bái,安沛省,1159308339,יין באי,Єнбай,یین با پراونس,استان ین بای,安沛省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.77301201256923,104.58330058861536,49 Yên Bái,0.85
50,Admin-1 states provinces,7,VNM-464,464,VN-70,,VN,1,Vĩnh Phúc,Vinh Phuc,,Tỉnh,Province,,VN.VC,,,Đồng Bằng Sông Hồng,VNM-HNO,8,2,20,5,,VC,0,-99,7,9,5,4,VM86,,20070090,"Vinh Phuc, VN, Vietnam",Vĩnh Phúc,21.3455,105.549,VNM,VNM,2,Vietnam,Vietnam,VNM,1905856,Tinh Vinh Phuc,411760,"Vinh Phuc, Tinh",1,,VN.86,,,1,fas,VM86,,8.7,11,8,Q27566,محافظة فين فوك,ভিহ্ন ফুক,Vĩnh Phúc,Vĩnh Phúc,Vĩnh Phúc,Vĩnh Phúc,Βινχ Φουκ,विन्ह फूक,Vĩnh Phúc,Vinh Phuc,Vinh Phuc,ヴィンフック省,빈푹성,Vĩnh Phúc,Prowincja Vĩnh Phúc,Vinh Phuc,Виньфук,Vinh Phuc,Vĩnh Phúc,Vĩnh Phúc,永福省,1159308353,מחוז וין פוק,Віньфук,وینہ فوک صوبہ,استان وین فوک,永福省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.33441123375608,105.58417128346136,50 Vĩnh Phúc,1.03
51,Admin-1 states provinces,7,VNM-469,469,VN-68,,VN,1,Phú Thọ,Phu Tho,,Tỉnh,Province,,VN.PT,,,Đông Bắc,VNM-VPH,9,2,20,5,,PT,0,-99,7,7,5,4,VM83,,20070091,"Phu Tho, VN, Vietnam",Phú Thọ,21.3127,105.143,VNM,VNM,2,Vietnam,Vietnam,VNM,1905577,Tinh Phu Tho,410758,"Phu Tho, Tinh",1,,VN.83,,,1,fas,VM83,,8.0,11,8,Q36610,محافظة فو تاه,ফু থ,Phú Thọ,Phú Thọ,Phú Thọ,Phú Thọ,Φου Θο,फू ठो,Phú Thọ,Phu Tho,Phu Tho,フート省,푸토성,Phú Thọ,Prowincja Phú Thọ,Phu Tho,Футхо,Phu Tho,Phu Tho,Phú Thọ,富寿省,1159308361,פו טהו,Футхо,فو تھو صوبہ,استان فو تو,富壽省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.312714955621043,105.11857791933984,51 Phú Thọ,0.43
52,Admin-1 states provinces,7,VNM-462,462,VN-HN,,VN,1,Hà Nội,Hanoi,,Thành phố TW,Central City,,VN.HI,,,Đông Bắc,VNM-HNO,35,2,20,5,,,0,-99,7,6,5,4,,,2347727,,Ha Noi,21.1306,105.872,VNM,VNM,2,Vietnam,Vietnam,VNM,1581129,Thanh Pho Ha Noi,-3714994,"Ha Noi, Thanh Pho",1,,VN.44,,,1,vie,VM44,,8.7,11,8,Q1858,هانوي,হ্যানয়,Hanoi,Hanoi,Hanói,Hanoï,Ανόι,हनोई,Hanoi,Hanoi,Hanoi,ハノイ,하노이,Hanoi,Hanoi,Hanói,Ханой,Hanoi,Hanoi,Hà Nội,河内市,1159308347,האנוי,Ханой,ہنوئی,هانوی,河內市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.989258400695064,105.69558632034465,52 Hanoi,2.02
53,Admin-1 states provinces,7,VNM-451,451,VN-53,,VN,1,Bắc Kạn,Bac Kan,,Tỉnh,Province,,VN.BK,,,,VNM-BTH,48,2,20,5,,,0,-99,7,8,5,4,VM72,,20070084,"Bac Kan, VN, Vietnam",Đông Bắc,22.1476,105.874,VNM,VNM,2,Vietnam,Vietnam,VNM,1905669,Tinh Bac Kan,411213,"Bac Kan, Tinh",1,,VN.72,,,1,fas,VM72,,8.0,11,8,Q1194516,شمال شرق,উত্তর-পূর্ব ভিয়েতনাম,Nordost-Vietnam,Northeast Vietnam,Nordeste,Nord-est,Νόρθιστ,उत्तरपूर्व,Đông Bắc,Vietnam Timur Laut,Dong Bac,東北部,동북부 지방,Northeast Vietnam,Północno-Wschodni,Nordeste,Северо-Восточный Вьетнам,Dong Bac,Kuzeydoğu Vietnam,Vùng Đông Bắc,东北部,1159308323,דונג באק,Північно-Східний В'єтнам,شمال مشرقی,شمال شرقی ویتنام,東北部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,22.242520851186036,105.85118721829032,53 Northeast Vietnam,0.65
54,Admin-1 states provinces,7,VNM-461,461,VN-66,,VN,1,Hưng Yên,Hung Yen,,Tỉnh,Province,,VN.HY,,,,VNM-HHU,40,2,20,5,,,0,-99,7,19,5,4,VM81,,20070079,"Hung Yen, VN, Vietnam",Đồng Bằng Sông Hồng,20.8085,106.076,VNM,VNM,2,Vietnam,Vietnam,VNM,1905699,Tinh Hung Yen,411324,"Hung Yen, Tinh",1,,VN.81,,,1,fas,VM81,,8.7,11,8,,دلتا النهر الأحمر,দং ব্যাং সং হং,Đồng Bằng Sông Hồng,Red River Delta,Región del Delta del Río Rojo,Delta du Fleuve Rouge,Ντονγκ Μπανγκ Σονγκ Χονγκ,दोंग बैंग सोंग होन्ग,Đồng Bằng Sông Hồng,Dong Bang Song Hong,Delta del fiume Rosso,紅河デルタ,동 방 송 홍,Rode Rivierdelta,Region Delty Rzeki Czerwonej,Delta do Rio Vermelho,Дельта Красной реки,Đồng Bằng Sông Hồng,Đồng Bằng Sông Hồng,Đồng Bằng Sông Hồng,红河三角洲,1159308345,דונג באנג סונג הונג,дельта Червоної річки,ڈانگ بینگ سانگ ہانگ,دونگ بانگ سونگ هونگ,紅河三角洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.825282979908103,106.05761307058104,54 Red River Delta,0.6
55,Admin-1 states provinces,7,VNM-463,463,VN-56,,VN,1,Bắc Ninh,Bac Ninh,,Tỉnh,Province,,VN.BN,,,Đồng Bằng Sông Hồng,VNM-HNO,39,2,20,5,,BN,0,-99,7,8,5,4,VM74,,20070088,"Bac Ninh, VN, Vietnam",Bắc Ninh,21.098,106.117,VNM,VNM,2,Vietnam,Vietnam,VNM,1905412,Tinh Bac Ninh,409626,"Bac Ninh, Tinh",1,,VN.74,,,1,fas,VM74,,8.7,11,8,Q33408,محافظة باك ننه,ব্যাক নিহ্ন,Bắc Ninh,Bắc Ninh,Bắc Ninh,Bắc Ninh,Μπακ Νινχ,बक निन्ह,Bắc Ninh,Bac Ninh,Bac Ninh,バクニン省,박닌성,Bắc Ninh,Prowincja Bắc Ninh,Bac Ninh,Бакнинь,Bac Ninh,Bắc Ninh,Bắc Ninh,北宁省,1159308349,באק נינג,Бакнінь,باک ننہ صوبہ,استان باک نین,北寧省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.10405688253584,106.11761673386287,55 Bắc Ninh,0.8
56,Admin-1 states provinces,7,VNM-470,470,VN-54,,VN,1,Bắc Giang,Bac Giang,,Tỉnh,Province,,VN.BG,,,Đông Bắc,VNM-HBA,38,2,20,5,,BG,0,-99,7,9,5,4,VM71,,20070087,"Bac Giang, VN, Vietnam",Bắc Giang,21.3512,106.493,VNM,VNM,2,Vietnam,Vietnam,VNM,1905419,Tinh Bac Giang,409693,"Bac Giang, Tinh",1,,VN.71,,,1,fas,VM71,,8.0,11,8,Q36367,محافظة باك زانغ,বাক গিয়াং,Bắc Giang,Bắc Giang,Bắc Giang,Bắc Giang,Μπακ Γκιάνγκ,बीक गियांग,Bắc Giang,Bac Giang,Bac Giang,バクザン省,박장성,Bắc Giang,Prowincja Bắc Giang,Bac Giang,Бакзянг,Bac Giang,Bắc Giang,Bắc Giang,北江省,1159308363,באק זאנג,Бакзянг,باک گیانگ صوبہ,استان باک گیانگ,北江省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.383501288703485,106.66912763977868,56 Bắc Giang,0.45
57,Admin-1 states provinces,7,VNM-452,452,VN-69,,VN,1,Thái Nguyên,Thai Nguyen,,Tỉnh,Province,,VN.TY,,,Ðông B?c,VNM-BTH,37,2,20,5,,TY,0,-99,7,11,5,4,VM85,,20070083,"Thai Nguyen, VN, Vietnam",Thái Nguyên,21.5812,105.887,VNM,VNM,2,Vietnam,Vietnam,VNM,1905497,Tinh Thai Nguyen,410087,"Thai Nguyen, Tinh",1,,VN.85,,,1,fas,VM85,,8.0,11,8,Q26575,محافظة تهاي غوين,তৈইয়ূআন,Thái Nguyên,Thái Nguyên,Thái Nguyên,Thái Nguyên,Τάι Νγκουγιέν,थाई ग्युएन प्रांत,Thái Nguyên,Thai Nguyen,Thai Nguyen,タイグエン省,타이응우옌성,Thái Nguyên,Prowincja Thái Nguyên,Thái Nguyên,Тхайнгуен,Thai Nguyen,Thái Nguyên,Thái Nguyên,太原省,1159308325,טהאי נגויאן,Тхайнгуєн,تھائی نگوین صوبہ,استان تای نگوین,太原省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,21.68058909760873,105.88734073303834,57 Thái Nguyên,0.87
58,Admin-1 states provinces,7,VNM-460,460,VN-61,,VN,1,Hải Dương,Hai Duong,,Tỉnh,Province,,VN.HD,,,Đồng Bằng Sông Hồng,VNM-HHU,36,2,20,5,,HD,0,-99,7,9,5,4,VM79,,20070080,"Hai Duong, VN, Vietnam",Hải Dương,20.9613,106.364,VNM,VNM,2,Vietnam,Vietnam,VNM,1905686,Tinh Hai Duong,411295,"Hai Duong, Tinh",1,,VN.79,,,1,fas,VM79,,8.7,11,8,Q36729,محافظة هاي ديونغ,হাই দুওং,Hải Dương,Hải Dương,Hải Dương,Hải Dương,Χάι Ντουόνγκ,हाई दुरोंग,Hải Dương,Hai Duong,Hai Duong,ハイズオン省,하이즈엉성,Hải Dương,Prowincja Hải Dương,Hai Duong,Хайзыонг,Hai Duong,Hai Duong,Hải Dương,海阳省,1159308343,האי זיינג,Хайзионг,ہائی دیونگ صوبہ,استان های دونگ,海陽省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.9352436073892,106.36663118015082,58 Hải Dương,0.3
59,Admin-1 states provinces,7,VNM-467,467,VN-63,,VN,1,Hà Nam,Ha Nam,,Tỉnh,Province,,VN.HM,,,Đồng Bằng Sông Hồng,VNM-NBN,34,2,20,5,,HM,0,-99,7,6,5,4,VM80,,2347741,"Ha Nam, VN, Vietnam",Hà Nam,20.5569,105.985,VNM,VNM,2,Vietnam,Vietnam,VNM,1905637,Tinh Ha Nam,411046,"Ha Nam, Tinh",1,,VN.80,,,1,fas,VM80,,8.7,11,8,Q36413,محافظة ها نام,হ্য নাম,Hà Nam,Hà Nam,Hà Nam,Hà Nam,Χα Ναμ,हा नाम,Hà Nam,Ha Nam,Ha Nam,ハナム省,하남성,Hà Nam,Prowincja Hà Nam,Hà Nam,Ханам,Ha Nam,Ha Nam,Hà Nam,河南省,1159308357,אה נם,Ханам,صوبہ ہانام,استان ها نام,河南省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,20.537589110956684,105.96057310697934,59 Hà Nam,-0.07
60,Admin-1 states provinces,7,VNM-483,483,VN-57,,VN,1,Bình Dương,Binh Duong,,Tỉnh,Province,,VN.BI,,,Đông Nam Bộ,VNM-SBE,43,2,20,5,,BI,0,-99,7,10,5,4,VM75,,20070078,"Bin Duong, VN, Vietnam",Bình Dương,11.1382,106.659,VNM,VNM,2,Vietnam,Vietnam,VNM,1905475,Tinh Binh Duong,409880,"Binh Duong, Tinh",1,,VN.75,,,1,fas,VM75,,8.7,11,8,Q36866,محافظة بنه ديونغ,বিহ্ন ডুওং,Bình Dương,Bình Dương,Bình Dương,Bình Dương,Μπινχ Ντούονγκ,बिन्ह ड्यूओंग,Bình Dương,Bình Dương,Binh Duong,ビンズオン省,빈즈엉성,Bình Dương,Prowincja Bình Dương,Binh Duong,Биньзыонг,Binh Duong,Binh Duonb,Bình Dương,平阳省,1159308299,בין ייאנג,Біньзионг,بنہ دیونگ صوبہ,استان بین دونگ,平陽省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,11.19179779688082,106.6586373233038,60 Bình Dương,6.97
61,Admin-1 states provinces,7,VNM-480,480,VN-35,,VN,1,Lâm Đồng,Lam Dong,,Tỉnh,Province,,VN.LD,,,Tây Nguyên,VNM-LDO,45,2,20,5,,LD,0,-99,7,8,5,4,VM23,,2347709,"Lam Dong, VN, Vietnam",Lâm Đồng,11.5362,108.0,VNM,VNM,2,Vietnam,Vietnam,VNM,1577882,Tinh Lam Dong,-3718253,"Lam Dong, Tinh",1,,VN.23,,VM23,1,eng,VM23,,8.0,11,8,Q36721,محافظة لام دونغ,লাম ডং,Lâm Đồng,Lâm Đồng,Lâm Đồng,Lâm Đồng,Λαμ Ντόνγκ,लाम दोंग,Lâm Đồng,Lam Dong,Lam Dong,ラムドン省,럼동성,Lâm Đồng,Prowincja Lâm Đồng,Lam Dong,Ламдонг,Lam Dong,Lâm Đồng,Lâm Đồng,林同省,1159308291,לם דאונגם,Ламдонг,لام ڈونگ صوبہ,استان لام دونگ,林同省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,11.731717511709212,108.10428299926174,61 Lâm Đồng,1.91
62,Admin-1 states provinces,7,VNM-499,499,VN-CT,,VN,1,Cần Thơ,Can Tho,,Thành phố TW,Central City,,VN.CN,,,,,15,2,20,5,,,0,-99,7,7,5,4,,,2347732,"Can Tho, VN, Vietnam",Can Tho,10.2421,105.685,VNM,VNM,2,Vietnam,Vietnam,VNM,1581188,Thanh Pho Can Tho,-3714935,"Can Tho, Thanh Pho",1,,VN.87,,VM46,1,vie,VM87,,8.7,11,8,Q216075,كن تاه,কান থো,Cần Thơ,Cần Thơ,Cần Thơ,Cần Thơ,Καν Θο,कान थौ,Cần Thơ,Cần Thơ,Cần Thơ,カントー,껀터,Cần Thơ,Cần Thơ,Can Tho,Кантхо,Can Tho,Cần Thơ,Cần Thơ,芹苴市,1159308379,קאנטחו,Кантхо,کآن تھؤ,کان تو,芹苴市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin_boundary,state,10.23049116700168,105.59115613533773,62 Cần Thơ,0.95
